ticker,yfinance_symbol,source,updated_at
PATI4,PATI4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PCAR3,PCAR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PDGR3,PDGR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PDTC3,PDTC3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PEAB3,PEAB3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PEAB4,PEAB4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PETR3,PETR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PETR4,PETR4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PFRM3,PFRM3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PGMN3,PGMN3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PINE3,PINE3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PINE4,PINE4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PLAS3,PLAS3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PLPL3,PLPL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PMAM3,PMAM3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PNVL3,PNVL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
POMO3,POMO3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
POMO4,POMO4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
POSI3,POSI3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PPLA11,PPLA11.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PRIO3,PRIO3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PRNR3,PRNR3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PSSA3,PSSA3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PSVM11,PSVM11.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PTBL3,PTBL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PTNT3,PTNT3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
PTNT4,PTNT4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
QUAL3,QUAL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
RADL3,RADL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
RAIL3,RAIL3.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
RAIZ4,RAIZ4.SA,https://api.dadosdemercado.com.br/acoes,2026-05-27 20:00:01
